,name,city,country,latitude,longitude,starbucks,starbucks_lat,starbucks_lon,airport,air_lat,air_lon,daycare,daycare_lat,daycare_lon
143,Occipital,Boulder,USA,40.018145,-105.278109,Starbucks,40.018733,-105.276647,Rocky Mountain Metropolitan Airport,39.90963780000001,-105.108089,Children's Alley,40.021276,-105.278092
144,Atigeo,Bellevue,USA,47.6174533,-122.2016685,Starbucks,47.6170443,-122.2021678,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Bright Horizons at Bellevue,47.6144859,-122.2000619
145,Lyft,San Francisco,USA,37.7899027,-122.4007846,Starbucks,37.7896675,-122.4019931,San Francisco International Airport,37.6213129,-122.3789554,American Child Care Services,37.78939560000001,-122.3997317
146,Jumptap,Boston,USA,42.368633,-71.075305,Starbucks,42.367459,-71.076111,Boston Logan International Airport,42.3656132,-71.0095602,Whitehead Institute at Bright Horizons One Rogers Street,42.3664219,-71.0773064
147,Jumptap,New York City,USA,40.751478,-73.980305,Starbucks,40.7520837,-73.9811661,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Park Avenue KinderCare,40.7504994,-73.97941
148,Lolapps,San Francisco,USA,37.7870923,-122.3999719,Starbucks,37.787764,-122.401087,San Francisco International Airport,37.6213129,-122.3789554,American Child Care Services,37.78939560000001,-122.3997317
149,Hangout Industries,Boston,USA,42.352835,-71.0609612,Starbucks,42.3532457,-71.057698,Boston Logan International Airport,42.3656132,-71.0095602,Child Care Choices of Boston,42.35305049999999,-71.061089
150,Pixelpipe,San Francisco,USA,37.764395,-122.401024,Starbucks,37.7658845,-122.4034908,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons at Kansas Street,37.7666032,-122.403834
151,LiveHive Systems,Waterloo,CAN,43.474686,-80.521246,Starbucks,43.4763516,-80.5253082,Region of Waterloo International Airport,43.4557903,-80.3858475,Emmanuel at Brighton Child Care,43.4716121,-80.520299
152,PicApp,San Francisco,USA,37.79402,-122.4031242,Starbucks,37.792846,-122.404304,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons,37.7921109,-122.4039273
153,Finsphere,Bellevue,USA,47.614761,-122.198904,Starbucks,47.6142511,-122.1991481,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Bright Horizons at Bellevue,47.6144859,-122.2000619
154,Smule,San Francisco,USA,37.779624,-122.391236,Starbucks,37.777035,-122.393641,San Francisco International Airport,37.6213129,-122.3789554,Wonderful Children Day Care,37.7822907,-122.3888066
155,One Season,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347,San Francisco International Airport,37.6213129,-122.3789554,Marin Day Schools Market Street,37.7772044,-122.4173489
156,Reframe It,San Francisco,USA,37.782163,-122.400591,Starbucks,37.784833,-122.39996,San Francisco International Airport,37.6213129,-122.3789554,Modern Education Family Childcare - Yerba Buena,37.781321,-122.401216
157,Poptent,Conshohocken,USA,40.0018743,-75.2747196,Starbucks,40.002228,-75.274686,Philadelphia International Airport,39.8743959,-75.2424229,Ancona Montessori School,39.9999593,-75.2779379
158,Nexenta Systems,Santa Clara,USA,37.444098,-122.161287,Starbucks,37.446791,-122.160561,San Francisco International Airport,37.6213129,-122.3789554,Downtown Palo Alto KinderCare,37.4420759,-122.1575523
159,For Your Imagination,New York,USA,40.744594,-73.989698,Starbucks,40.743839,-73.988846,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Ivy Prep Early Learning Academy,40.7450001,-73.9909175
160,ReverbNation,New York,USA,40.718888,-74.001169,Starbucks,40.718252,-73.999961,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Chung Pak Day Care Center,40.717311,-73.9999441
161,Pumant,Birmingham,GBR,52.482932,-1.893621,Starbucks,52.48035530000001,-1.8970158,Birmingham Airport,52.45238209999999,-1.7435071,Early Years & Family Support,52.4856342,-1.8927276
162,DocVerse,San Francisco,USA,37.788115,-122.397141,Starbucks,37.789545,-122.397592,San Francisco International Airport,37.6213129,-122.3789554,Marin Day Schools Fremont Street,37.7895058,-122.3950689
163,Yipit,New York,USA,40.744618,-73.987764,Starbucks,40.7449904,-73.9868247,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Ivy Prep Early Learning Academy,40.7450001,-73.9909175
164,Open-Xchange,Olpe,DEU,51.029415,7.850863,Kaufland Olpe,51.0289112,7.850842900000001,Plettenberg-Hüinghausen Airport,51.191975,7.7907261,KiG Kinder im Ganztag gGmbH,51.0269114,7.8476426
165,TRX Systems,Greenbelt,USA,38.9916581,-76.879257,Starbucks,38.992202,-76.87811599999999,Ronald Reagan Washington National Airport,38.851242,-77.04023149999999,Greenway Learning Center,38.990134,-76.88000699999999
166,Trustpilot,Copenhagen V,DNK,55.6739617,12.5605372,Starbucks,55.6728822,12.5642771,Copenhagen Airport,55.6180236,12.6507628,Børnebyen Vandværket,55.6768216,12.5644139
167,Movirtu,London,GBR,51.5499708,-0.1815999,Starbucks,51.5477021,-0.1825006,Heathrow Airport,51.4700223,-0.4542955,Bright Horizons Active Learning JW3,51.5509348,-0.1846764
168,WiChorus,San Jose,USA,37.409096,-121.943191,Starbucks,37.406443,-121.941791,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Families @ 1st,37.4071364,-121.9449622
169,Momail,Stockholm,SWE,59.3359806,18.075506,Starbucks,59.3343654,18.0710073,Bromma Stockholm Airport,59.354812,17.9427217,Fröken Malms Barnvaktsbyrå AB,59.33593089999999,18.0735471
170,Synthesio,New York,USA,40.7431836,-73.9935011,Starbucks,40.743592,-73.992076,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Ivy Prep Early Learning Academy,40.7450001,-73.9909175
171,People Capital,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Child's Turn,40.7571537,-73.9865311
172,Viigo,Toronto,CAN,43.6490004,-79.3723339,Starbucks,43.6487479,-79.37251189999999,Billy Bishop Toronto City Airport,43.6284819,-79.3959577,Brant Street Daycare-Daf,43.6477446,-79.37041889999999
173,Modelinia,New York,USA,40.739867,-73.990024,Starbucks,40.740442,-73.99122799999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Baruch College Early Learning Center,40.7373387,-73.9874529
174,StockTwits,San Diego,USA,32.7161896,-117.168697,Starbucks,32.7159756,-117.1688525,San Diego International Airport,32.7338006,-117.1933038,The Barry Ted Moskowitz Child Care Center,32.7143257,-117.1653527
175,Proclivity Systems,New York,USA,40.738954,-73.992,Starbucks,40.740442,-73.99122799999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Metrokids Preschool- Chelsea,40.7394466,-73.9950692
176,IMedExchange,Seattle,USA,47.6136485,-122.3371174,Starbucks,47.61386599999999,-122.336973,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Seattle KinderCare,47.614766,-122.3353167
177,BeliefNetworks,New York,USA,40.746944,-73.983926,Starbucks,40.74850250000001,-73.9851667,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Manhattan Nursery School,40.7477712,-73.9874152
178,Robotgalaxy,New York,USA,40.737216,-73.990947,Starbucks,40.73634699999999,-73.99107599999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Metrokids Preschool- Chelsea,40.7394466,-73.9950692
179,Fuego Nation,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347,San Francisco International Airport,37.6213129,-122.3789554,Marin Day Schools Market Street,37.7772044,-122.4173489
180,Dragonfly,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Child's Turn,40.7571537,-73.9865311
181,Double Fusion,San Francisco,USA,37.7887135,-122.3927145,Starbucks,37.788417,-122.393662,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons at 221 Main,37.79034,-122.392263
182,5th Finger,San Francisco,USA,37.7900992,-122.4021988,Starbucks,37.7896675,-122.4019931,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons,37.7921109,-122.4039273
183,ScaleMP,Cupertino,USA,37.3229727,-122.0385792,Starbucks,37.3239724,-122.03642,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Happy Days Child Development,37.3248742,-122.0375632
184,Nangate,New Delhi,IND,28.53536,77.2419522,Starbucks,28.5341408,77.2429429,Indira Gandhi International Airport,28.5561624,77.0999578,Footprints: Play School & Day Care Creche,28.536958,77.24212399999999
185,Certess,Campbell,USA,37.295516,-121.960102,Starbucks,37.2946671,-121.9627709,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Hearts and Hands Christian Childcare & Preschool,37.2929093,-121.9575466
186,Heyzap,San Francisco,USA,37.7905538,-122.4041485,Starbucks,37.79067,-122.403891,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons,37.7921109,-122.4039273
187,Meez,San Francisco,USA,37.785271,-122.397582,Starbucks,37.784833,-122.39996,San Francisco International Airport,37.6213129,-122.3789554,Bright Horizons at 2nd Street,37.7848078,-122.3948994
188,Open Kernel Labs,Chicago,USA,41.878984,-87.637,Starbucks,41.878874,-87.63592899999999,Chicago Midway International Airport,41.78677589999999,-87.7521884,Bright Horizons Chicago West,41.8808419,-87.64076949999999
189,Xangati,San Jose,USA,37.32136,-122.014616,Starbucks,37.323404,-122.011309,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Bee's Knees Childcare,37.3215986,-122.0153812
190,Neuralitic Systems,"MontrÃ©al, Qc",CAN,45.5044288,-73.5570651,Starbucks,45.5054333,-73.5582776,Montréal-Pierre Elliott Trudeau International Airport,45.46568509999999,-73.7454814,Centre de la PetiteEnfance Le Petit Palais,45.50689999999999,-73.5557917
191,Comixology,New York,USA,40.740512,-73.987794,Starbucks,40.740194,-73.986767,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Patricia Carbine Children Center,40.7430573,-73.98617
192,Vantrix,"Montreal, Quebec",CAN,45.4949481,-73.5740025,Starbucks,45.4966371,-73.5729952,Montréal-Pierre Elliott Trudeau International Airport,45.46568509999999,-73.7454814,CPE de Mon Coeur,45.4960804,-73.5730401
193,Medio,Seattle,USA,47.611827,-122.331308,Starbucks Reserve Roastery,47.614039,-122.328079,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Seattle KinderCare,47.614766,-122.3353167
194,Etology,Foster City,USA,37.561111,-122.270487,Starbucks,37.559204,-122.2673,San Francisco International Airport,37.6213129,-122.3789554,Foster City KinderCare,37.5606494,-122.2721339
195,Casabi,Paris,FRA,48.8722501,2.3283343,Starbucks Coffee,48.87024719999999,2.3273903,Paris-Charles De Gaulle,49.0096906,2.5479245,Municipal Nursery Store Opéra 17ème,48.87097869999999,2.3327199
196,Mashup Arts,Halifax,CAN,43.648786,-79.3777473,Starbucks,43.64928219999999,-79.3782595,Toronto Pearson International Airport,43.67771760000001,-79.6248197,Kids & Company,43.650027,-79.378491
197,Tinychat,Glen Cove,USA,42.3756409,-72.5196907,Starbucks,42.376776,-72.51961899999999,Northampton Airport - 7B2,42.328042,-72.6127894,Spring Street Preschool,42.3751311,-72.5165407
198,YOUnite,Mountain View,USA,37.388077,-122.08316,Starbucks,37.387571,-122.083068,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Safari Kid - Mountain View,37.3867586,-122.0850181
199,L4 Mobile,Seattle,USA,47.676762,-122.2049192,Starbucks,47.675855,-122.206581,Boeing Field,47.5281657,-122.3018264,Butterfly daycare,47.6768927,-122.2059833
200,Crispy Gamer,New York,USA,40.750597,-73.985273,Starbucks,40.751009,-73.987141,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Manhattan Nursery School,40.7477712,-73.9874152
201,Optify,Seattle,USA,47.603364,-122.333359,Starbucks,47.6041558,-122.3308269,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Bright Horizons at Fourth and Madison,47.60547769999999,-122.3336027
202,Evostor,Campbell,USA,37.232902,-121.964385,Starbucks Reserve,37.235607,-121.964498,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,Kiddie Kampus,37.2314541,-121.964379
203,iPharro Media,New York,USA,40.7438356,-73.9890149,Starbucks,40.743839,-73.988846,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Ivy Prep Early Learning Academy,40.7450001,-73.9909175
204,SpaBooker,New York,USA,40.738567,-73.987199,Starbucks,40.738003,-73.988502,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Baruch College Early Learning Center,40.7373387,-73.9874529
205,Infobright,"Toronto, Ontario",CAN,43.6490631,-79.3749698,Starbucks,43.6487479,-79.37251189999999,Toronto Pearson International Airport,43.67771760000001,-79.6248197,Kids & Company,43.650027,-79.378491
206,Transfer To,Palo Alto,USA,40.705255,-74.010983,Starbucks,40.705162,-74.01133,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Bright Horizons at 20 Pine,40.7077576,-74.0097205
207,GameChanger Media,New York,USA,40.7078343,-74.0136605,Starbucks,40.706806,-74.012968,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Bright Horizons in 90 Washington on West Street,40.7080189,-74.0150054
208,Z2Live,Seattle,USA,47.6103008,-122.3399782,Starbucks,47.6090095,-122.3399417,Seattle-Tacoma International Airport,47.4502499,-122.3088165,Pike Market Child Care & Preschool,47.6083435,-122.3416313
209,Musicmetric,London,GBR,51.5253765,-0.0856982,Starbucks Coffee,51.5262525,-0.08800519999999999,London City Airport,51.5048437,0.049518,Broadgate Nursery,51.522598,-0.08094029999999999
210,Newser,Chicago,USA,41.879535,-87.624333,Starbucks,41.879435,-87.624625,Chicago Midway International Airport,41.78677589999999,-87.7521884,All Star Child Care/Free Child,41.87848510000001,-87.627893
211,Factery,Menlo Park,USA,37.4484914,-122.1802812,Starbucks,37.4509304,-122.178747,San Francisco International Airport,37.6213129,-122.3789554,Fio's home daycare,37.446726,-122.1766234
212,textPlus,Marina del Rey,USA,33.984469,-118.43679,Starbucks,33.985106,-118.43958,Los Angeles International Airport,33.9415889,-118.40853,smartsparklekids.com,33.9816996,-118.4334016
213,VKernel Corporation,Boston,USA,42.3497366,-71.0491901,Starbucks,42.3514618,-71.0504454,Boston Logan International Airport,42.3656132,-71.0095602,Yawkey Center For Children And Learning,42.3516218,-71.0499165
214,Shareaholic,Boston,USA,42.3647559,-71.1032591,Starbucks,42.365628,-71.10375,Boston Logan International Airport,42.3656132,-71.0095602,Central Square Gan,42.3638539,-71.1033032
215,First Coverage,"Toronto, ON",CAN,43.6878093,-79.3958388,Starbucks,43.68851189999999,-79.39393,Toronto Pearson International Airport,43.67771760000001,-79.6248197,Playworks Preschool,43.6866359,-79.3933552
216,First Coverage,Boston,USA,42.356931,-71.053991,Starbucks,42.355905,-71.05275999999999,Boston Logan International Airport,42.3656132,-71.0095602,Bright Horizons,42.3560716,-71.0527295
217,Firm58,Chicago,USA,41.879641,-87.6425816,Starbucks,41.8794042,-87.6408727,Chicago Midway International Airport,41.78677589999999,-87.7521884,Bright Horizons Chicago West,41.8808419,-87.64076949999999
218,Firm58,New York,USA,40.766734,-73.988265,Starbucks,40.76915,-73.988233,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Bright Horizons at Midtown West,40.7667755,-73.9874458
219,Marketcetera,San Francisco,USA,37.788864,-122.4008487,Starbucks,37.788673,-122.400874,San Francisco International Airport,37.6213129,-122.3789554,American Child Care Services,37.78939560000001,-122.3997317
220,Garlik,New York,USA,40.7615818,-73.970624,Starbucks,40.761316,-73.96903499999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Octagon Worldwide Inc,40.763724,-73.97025719999999
221,Saavn,New York,USA,40.743877,-73.98618,Starbucks,40.7449904,-73.9868247,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Patricia Carbine Children Center,40.7430573,-73.98617
222,My-Hammer,Berlin,DEU,52.5092312,13.3883606,Starbucks,52.5111048,13.3899791,Berlin-Tegel Airport,52.5588327,13.2884374,frühen Tagesbetreuung,52.51083449999999,13.3908256
223,The Resumator,Pittsburgh,USA,40.438423,-80.001933,Starbucks,40.440254,-80.002256,Allegheny County Airport,40.3523988,-79.92704619999999,YWCA-Child Care Information Serivces,40.4389465,-80.0012185
224,OutSmart Power Systems,Natick,USA,42.2968126,-71.3876282,Starbucks,42.298067,-71.38710499999999,Norwood Memorial Airport,42.1919985,-71.17662179999999,"Next Generation Children's Centers, Natick",42.295231,-71.38641199999999
225,GameGround,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Child's Turn,40.7571537,-73.9865311
226,Ykone,Paris,FRA,48.8566667,2.3509871,Starbucks,48.8568201,2.3548934,Paris-Charles De Gaulle,49.0096906,2.5479245,Day Care Municipal - Lobau,48.8560309,2.3529509
227,Moviepilot,Los Angeles,USA,34.0522342,-118.2436849,Starbucks,34.050984,-118.242338,Los Angeles International Airport,33.9415889,-118.40853,Joy Picus Child Development Center,34.0522706,-118.2425831
228,Layar,Amsterdam,NLD,52.3657578,4.8928722,STARBUCKS The Bank Rembrandtplein,52.3659541,4.8977405,Amsterdam Airport Schiphol,52.3105386,4.7682744,Klein & Co Keizersgracht,52.3640541,4.8976732
229,Accellos,Colorado Springs,USA,38.833716,-104.826256,Starbucks,38.8336121,-104.8266909,Colorado Springs Airport,38.801712,-104.7026039,Early Connections Learning Centers,38.833322,-104.8274907
230,Omni-ID,Foster City,USA,37.561111,-122.270487,Starbucks,37.559204,-122.2673,San Francisco International Airport,37.6213129,-122.3789554,Foster City KinderCare,37.5606494,-122.2721339
231,Edgeware,San Jose,USA,37.3403284,-121.8864433,Starbucks,37.33738,-121.888408,Norman Y. Mineta San Jose International Airport,37.3639472,-121.9289375,San Jose Day Nursery,37.3401349,-121.8838638
232,FireScope,Sydney,AUS,-33.867139,151.207114,Starbucks,-33.8652185,151.2054493,Sydney Airport,-33.9399228,151.1752764,Kids Club Child Care Clarence Centre,-33.8660423,151.2046213
233,High Gear Media,Menlo Park,USA,37.445335,-122.15833,Starbucks,37.446791,-122.160561,San Francisco International Airport,37.6213129,-122.3789554,Downtown Children's Center,37.4468532,-122.1593046
234,StyleCaster,New York City,USA,40.7450497,-73.9900984,Starbucks,40.74525,-73.99086799999999,John F. Kennedy International Airport,40.6413111,-73.77813909999999,Ivy Prep Early Learning Academy,40.7450001,-73.9909175
235,Teambox,Barcelona,ESP,41.4063346,2.1920231,Starbucks,41.4049021,2.1912858,Josep Tarradellas Barcelona-El Prat Airport,41.297445,2.0832941,Centro Infantil LITTLE ONES en Sant Martí,41.40865600000001,2.1955582
236,Clavis Technology,Cambridge,USA,42.3626626,-71.084153,Starbucks,42.363041,-71.08592999999999,Boston Logan International Airport,42.3656132,-71.0095602,Technology Children Center Eastgate,42.3617465,-71.0839963
